# Tools/apidoc_secrets.txt -- GENERATED, do not edit by hand.
#
# Source: the client's own APIDocumentation, exported by
# Tools/APIDump and converted by Tools/apidoc_import.py.
# Regenerate after every content patch.
#
#   H | build | interface | generated
#   F | function            | secret return aspects | structures with secret fields
#   A | function            | secret argument policy | aspects added
#   X | function            | forbidden aspects checked (argument)
#   S | structure | field   | ConditionalSecret,NeverSecret,...
#
# Only F records taint a value in Tools/lint_secret_values.py.
# The rest are recorded so the file stays useful as the linter grows.

H|12.1.0|120100|2026-09-13
A|C_SpellBook.IsPvPTalentSpellBookItem|AllowedWhenUntainted|
A|C_SpellBook.IsRangedAutoAttackSpellBookItem|AllowedWhenUntainted|
A|C_SpellBook.IsSpellBookItemHarmful|AllowedWhenUntainted|
A|C_SpellBook.IsSpellBookItemHelpful|AllowedWhenUntainted|
A|C_SpellBook.IsSpellBookItemInRange|AllowedWhenUntainted|
A|C_SpellBook.IsSpellBookItemOffSpec|AllowedWhenUntainted|
A|C_SpellBook.IsSpellBookItemPassive|AllowedWhenUntainted|
A|C_SpellBook.IsSpellBookItemUsable|AllowedWhenUntainted|
A|C_SpellBook.IsSpellInSpellBook|AllowedWhenUntainted|
A|C_SpellBook.IsSpellKnownOrInSpellBook|AllowedWhenUntainted|
A|C_SpellBook.IsSpellKnown|AllowedWhenUntainted|
A|C_SpellBook.PickupSpellBookItem|AllowedWhenUntainted|
A|C_SpellBook.SetSpellBookItemAutoCastEnabled|AllowedWhenUntainted|
A|C_SpellBook.SpellBookItemHasRange|AllowedWhenUntainted|
A|C_SpellBook.ToggleSpellBookItemAutoCast|AllowedWhenUntainted|
A|C_SpellDiminish.GetAllSpellDiminishCategories|AllowedWhenUntainted|
A|C_SpellDiminish.GetSpellDiminishCategoryInfo|AllowedWhenUntainted|
A|C_SpellDiminish.ShouldTrackSpellDiminishCategory|AllowedWhenUntainted|
A|C_SplashScreen.RequestLatestSplashScreen|AllowedWhenUntainted|
A|C_StableInfo.GetStablePetFoodTypes|AllowedWhenUntainted|
A|C_StableInfo.GetStablePetInfo|AllowedWhenUntainted|
A|C_StableInfo.IsPetFavorite|AllowedWhenUntainted|
A|C_StableInfo.PickupStablePet|AllowedWhenUntainted|
A|C_StableInfo.SetPetFavorite|AllowedWhenUntainted|
A|C_StableInfo.SetPetSlot|AllowedWhenUntainted|
A|C_StorePublic.DoesGroupHavePurchaseableProducts|AllowedWhenUntainted|
A|C_StorePublic.EventStoreUISetShown|AllowedWhenUntainted|
A|C_StringUtil.EscapeDecimalNonPrintables|AllowedWhenTainted|
A|C_StringUtil.EscapeLuaFormatString|AllowedWhenTainted|
A|C_StringUtil.EscapeLuaPatterns|AllowedWhenTainted|
A|C_StringUtil.EscapeQuotedCodes|AllowedWhenTainted|
A|C_StringUtil.FloorToNearestString|AllowedWhenTainted|
A|C_StringUtil.RemoveContiguousSpaces|AllowedWhenTainted|
A|C_StringUtil.RoundToNearestString|AllowedWhenTainted|
A|C_StringUtil.StripHyperlinks|AllowedWhenTainted|
A|C_StringUtil.StripTextureMarkupForLooseFiles|AllowedWhenTainted|
A|C_StringUtil.TruncateWhenZero|AllowedWhenTainted|
A|C_StringUtil.WrapString|AllowedWhenTainted|
A|C_StringUtil.trim|AllowedWhenUntainted|
A|C_SuperTrack.SetSuperTrackedContent|AllowedWhenUntainted|
A|C_SuperTrack.SetSuperTrackedMapPin|AllowedWhenUntainted|
A|C_SuperTrack.SetSuperTrackedQuestID|AllowedWhenUntainted|
A|C_SuperTrack.SetSuperTrackedUserWaypoint|AllowedWhenUntainted|
A|C_SuperTrack.SetSuperTrackedVignette|AllowedWhenUntainted|
A|C_SystemVisibilityManager.IsSystemVisible|AllowedWhenUntainted|
A|C_TTSSettings.GetChannelEnabled|AllowedWhenUntainted|
A|C_TTSSettings.GetChatTypeEnabled|AllowedWhenUntainted|
A|C_TTSSettings.GetSetting|AllowedWhenUntainted|
A|C_TTSSettings.GetVoiceOptionID|AllowedWhenUntainted|
A|C_TTSSettings.GetVoiceOptionName|AllowedWhenUntainted|
A|C_TTSSettings.SetChannelEnabled|AllowedWhenUntainted|
A|C_TTSSettings.SetChannelKeyEnabled|AllowedWhenUntainted|
A|C_TTSSettings.SetChatTypeEnabled|AllowedWhenUntainted|
A|C_TTSSettings.SetSetting|AllowedWhenUntainted|
A|C_TTSSettings.SetSpeechRate|AllowedWhenUntainted|
A|C_TTSSettings.SetSpeechVolume|AllowedWhenUntainted|
A|C_TTSSettings.SetVoiceOptionName|AllowedWhenUntainted|
A|C_TTSSettings.SetVoiceOption|AllowedWhenUntainted|
A|C_TTSSettings.ShouldOverrideMessage|AllowedWhenUntainted|
A|C_TableUtil.FindIndexedMismatch|AllowedWhenUntainted|
A|C_TableUtil.count|AllowedWhenUntainted|
A|C_TableUtil.create|AllowedWhenUntainted|
A|C_TableUtil.freeze|AllowedWhenUntainted|
A|C_TableUtil.isfrozen|AllowedWhenUntainted|
A|C_TaskQuest.DoesMapShowTaskQuestObjectives|AllowedWhenUntainted|
A|C_TaskQuest.GetQuestInfoByQuestID|AllowedWhenUntainted|
A|C_TaskQuest.GetQuestLocation|AllowedWhenUntainted|
A|C_TaskQuest.GetQuestProgressBarInfo|AllowedWhenUntainted|
A|C_TaskQuest.GetQuestTimeLeftMinutes|AllowedWhenUntainted|
A|C_TaskQuest.GetQuestTimeLeftSeconds|AllowedWhenUntainted|
A|C_TaskQuest.GetQuestUIWidgetSetByType|AllowedWhenUntainted|
A|C_TaskQuest.GetQuestZoneID|AllowedWhenUntainted|
A|C_TaskQuest.GetQuestsOnMap|AllowedWhenUntainted|
A|C_TaskQuest.IsActive|AllowedWhenUntainted|
A|C_TaskQuest.RequestPreloadRewardData|AllowedWhenUntainted|
A|C_TaxiMap.GetAllTaxiNodes|AllowedWhenUntainted|
A|C_TaxiMap.GetTaxiNodesForMap|AllowedWhenUntainted|
A|C_TaxiMap.ShouldMapShowTaxiNodes|AllowedWhenUntainted|
A|C_Texture.ClearTitleIconTexture|AllowedWhenUntainted|
A|C_Texture.GetAtlasElementID|AllowedWhenUntainted|
A|C_Texture.GetAtlasExists|AllowedWhenUntainted|
A|C_Texture.GetAtlasID|AllowedWhenUntainted|
A|C_Texture.GetAtlasInfo|AllowedWhenUntainted|
A|C_Texture.GetFilenameFromFileDataID|AllowedWhenUntainted|
A|C_Texture.GetTitleIconTexture|AllowedWhenUntainted|
A|C_Texture.IsTitleIconTextureReady|AllowedWhenUntainted|
A|C_Texture.SetTitleIconTexture|AllowedWhenUntainted|
A|C_Texture.SetURLTexture|AllowedWhenUntainted|
A|C_Timer.After|AllowedWhenUntainted|
A|C_Timer.NewTicker|AllowedWhenUntainted|
A|C_Timer.NewTimer|AllowedWhenUntainted|
A|C_TooltipComparison.CompareItem|AllowedWhenUntainted|
A|C_TooltipComparison.GetItemComparisonDelta|AllowedWhenUntainted|
A|C_TooltipComparison.GetItemComparisonInfo|AllowedWhenUntainted|
A|C_TooltipInfo.GetAchievementByID|AllowedWhenUntainted|
A|C_TooltipInfo.GetAction|AllowedWhenUntainted|
A|C_TooltipInfo.GetArtifactPowerByID|AllowedWhenUntainted|
A|C_TooltipInfo.GetAzeriteEssenceSlot|AllowedWhenUntainted|
A|C_TooltipInfo.GetAzeriteEssence|AllowedWhenUntainted|
A|C_TooltipInfo.GetAzeritePower|AllowedWhenUntainted|
A|C_TooltipInfo.GetBackpackToken|AllowedWhenUntainted|
A|C_TooltipInfo.GetBagItemChild|AllowedWhenUntainted|
A|C_TooltipInfo.GetBagItem|AllowedWhenUntainted|
A|C_TooltipInfo.GetBuybackItem|AllowedWhenUntainted|
A|C_TooltipInfo.GetCompanionPet|AllowedWhenUntainted|
A|C_TooltipInfo.GetConduit|AllowedWhenUntainted|
A|C_TooltipInfo.GetCurrencyByID|AllowedWhenUntainted|
A|C_TooltipInfo.GetCurrencyToken|AllowedWhenUntainted|
A|C_TooltipInfo.GetEnhancedConduit|AllowedWhenUntainted|
A|C_TooltipInfo.GetEquipmentSet|AllowedWhenUntainted|
A|C_TooltipInfo.GetExistingSocketGem|AllowedWhenUntainted|
A|C_TooltipInfo.GetGuildBankItem|AllowedWhenUntainted|
A|C_TooltipInfo.GetHeirloomByItemID|AllowedWhenUntainted|
A|C_TooltipInfo.GetHyperlink|AllowedWhenUntainted|
A|C_TooltipInfo.GetInboxItem|AllowedWhenUntainted|
A|C_TooltipInfo.GetInstanceLockEncountersComplete|AllowedWhenUntainted|
A|C_TooltipInfo.GetInventoryItemByID|AllowedWhenUntainted|
A|C_TooltipInfo.GetInventoryItem|AllowedWhenUntainted|
A|C_TooltipInfo.GetItemByGUID|AllowedWhenUntainted|
A|C_TooltipInfo.GetItemByID|AllowedWhenUntainted|
A|C_TooltipInfo.GetItemByItemModifiedAppearanceID|AllowedWhenUntainted|
A|C_TooltipInfo.GetItemKey|AllowedWhenUntainted|
A|C_TooltipInfo.GetLFGDungeonReward|AllowedWhenUntainted|
A|C_TooltipInfo.GetLFGDungeonShortageReward|AllowedWhenUntainted|
A|C_TooltipInfo.GetLootCurrency|AllowedWhenUntainted|
A|C_TooltipInfo.GetLootItem|AllowedWhenUntainted|
A|C_TooltipInfo.GetLootRollItem|AllowedWhenUntainted|
A|C_TooltipInfo.GetMerchantCostItem|AllowedWhenUntainted|
A|C_TooltipInfo.GetMerchantItem|AllowedWhenUntainted|
A|C_TooltipInfo.GetMountBySpellID|AllowedWhenTainted|
A|C_TooltipInfo.GetOutfit|AllowedWhenUntainted|
A|C_TooltipInfo.GetOwnedItemByID|AllowedWhenUntainted|
A|C_TooltipInfo.GetPetAction|AllowedWhenUntainted|
A|C_TooltipInfo.GetPossession|AllowedWhenUntainted|
A|C_TooltipInfo.GetPvpBrawl|AllowedWhenUntainted|
A|C_TooltipInfo.GetPvpTalent|AllowedWhenUntainted|
A|C_TooltipInfo.GetQuestCurrency|AllowedWhenUntainted|
A|C_TooltipInfo.GetQuestItem|AllowedWhenUntainted|
A|C_TooltipInfo.GetQuestLogCurrency|AllowedWhenUntainted|
A|C_TooltipInfo.GetQuestLogItem|AllowedWhenUntainted|
A|C_TooltipInfo.GetQuestLogSpecialItem|AllowedWhenUntainted|
A|C_TooltipInfo.GetQuestPartyProgress|AllowedWhenUntainted|
A|C_TooltipInfo.GetRecipeRankInfo|AllowedWhenUntainted|
A|C_TooltipInfo.GetRecipeReagentItem|AllowedWhenUntainted|
A|C_TooltipInfo.GetRecipeResultItemForOrder|AllowedWhenUntainted|
A|C_TooltipInfo.GetRecipeResultItem|AllowedWhenUntainted|
A|C_TooltipInfo.GetRuneforgeResultItem|AllowedWhenUntainted|
A|C_TooltipInfo.GetSendMailItem|AllowedWhenUntainted|
A|C_TooltipInfo.GetShapeshift|AllowedWhenUntainted|
A|C_TooltipInfo.GetSocketGem|AllowedWhenUntainted|
A|C_TooltipInfo.GetSocketedRelic|AllowedWhenUntainted|
A|C_TooltipInfo.GetSpellBookItem|AllowedWhenUntainted|
A|C_TooltipInfo.GetSpellByID|AllowedWhenTainted|
A|C_TooltipInfo.GetTalent|AllowedWhenUntainted|
A|C_TooltipInfo.GetTotem|AllowedWhenUntainted|
A|C_TooltipInfo.GetToyByItemID|AllowedWhenUntainted|
A|C_TooltipInfo.GetTradePlayerItem|AllowedWhenUntainted|
A|C_TooltipInfo.GetTradeTargetItem|AllowedWhenUntainted|
A|C_TooltipInfo.GetTrainerService|AllowedWhenUntainted|
A|C_TooltipInfo.GetTraitEntry|AllowedWhenUntainted|
A|C_TooltipInfo.GetUnitAuraByAuraInstanceID|AllowedWhenUntainted|
A|C_TooltipInfo.GetUnitAura|AllowedWhenUntainted|
A|C_TooltipInfo.GetUnitBuffByAuraInstanceID|AllowedWhenUntainted|
A|C_TooltipInfo.GetUnitBuff|AllowedWhenUntainted|
A|C_TooltipInfo.GetUnitDebuffByAuraInstanceID|AllowedWhenUntainted|
A|C_TooltipInfo.GetUnitDebuff|AllowedWhenUntainted|
A|C_TooltipInfo.GetUnit|AllowedWhenUntainted|
A|C_TooltipInfo.GetWeeklyReward|AllowedWhenUntainted|
A|C_TooltipInfo.GetWorldLootObject|AllowedWhenUntainted|
A|C_ToyBoxInfo.ClearFanfare|AllowedWhenUntainted|
A|C_ToyBoxInfo.IsToySourceValid|AllowedWhenUntainted|
A|C_ToyBoxInfo.NeedsFanfare|AllowedWhenUntainted|
A|C_TradeInfo.PickupTradeMoney|AllowedWhenUntainted|
A|C_TradeInfo.SetTradeMoney|AllowedWhenUntainted|
A|C_TradeSkillUI.CanStoreEnchantInItem|AllowedWhenUntainted|
A|C_TradeSkillUI.CraftEnchant|AllowedWhenUntainted|
A|C_TradeSkillUI.CraftRecipe|AllowedWhenUntainted|
A|C_TradeSkillUI.CraftSalvage|AllowedWhenUntainted|
A|C_TradeSkillUI.DoesRecraftingRecipeAcceptItem|AllowedWhenUntainted|
A|C_TradeSkillUI.GetConcentrationCurrencyID|AllowedWhenUntainted|
A|C_TradeSkillUI.GetCraftableCount|AllowedWhenUntainted|
A|C_TradeSkillUI.GetCraftingOperationInfoForOrder|AllowedWhenUntainted|
A|C_TradeSkillUI.GetCraftingOperationInfo|AllowedWhenUntainted|
A|C_TradeSkillUI.GetCraftingReagentBonusText|AllowedWhenUntainted|
A|C_TradeSkillUI.GetCraftingTargetItems|AllowedWhenUntainted|
A|C_TradeSkillUI.GetDependentReagents|AllowedWhenUntainted|
A|C_TradeSkillUI.GetEnchantItems|AllowedWhenUntainted|
A|C_TradeSkillUI.GetFactionSpecificOutputItem|AllowedWhenUntainted|
A|C_TradeSkillUI.GetGatheringOperationInfo|AllowedWhenUntainted|
A|C_TradeSkillUI.GetHideUnownedFlags|AllowedWhenUntainted|
A|C_TradeSkillUI.GetItemCraftedQualityByItemInfo|AllowedWhenUntainted|
A|C_TradeSkillUI.GetItemCraftedQualityInfo|AllowedWhenUntainted|
A|C_TradeSkillUI.GetItemReagentQualityByItemInfo|AllowedWhenUntainted|
A|C_TradeSkillUI.GetItemReagentQualityInfo|AllowedWhenUntainted|
A|C_TradeSkillUI.GetItemSlotModificationsForOrder|AllowedWhenUntainted|
A|C_TradeSkillUI.GetItemSlotModifications|AllowedWhenUntainted|
A|C_TradeSkillUI.GetOriginalCraftRecipeID|AllowedWhenUntainted|
A|C_TradeSkillUI.GetProfessionByInventorySlot|AllowedWhenUntainted|
A|C_TradeSkillUI.GetProfessionInfoByRecipeID|AllowedWhenUntainted|
A|C_TradeSkillUI.GetProfessionInfoBySkillLineID|AllowedWhenUntainted|
A|C_TradeSkillUI.GetProfessionNameForSkillLineAbility|AllowedWhenUntainted|
A|C_TradeSkillUI.GetProfessionSkillLineID|AllowedWhenUntainted|
A|C_TradeSkillUI.GetProfessionSlots|AllowedWhenUntainted|
A|C_TradeSkillUI.GetProfessionSpells|AllowedWhenUntainted|
A|C_TradeSkillUI.GetQualitiesForRecipe|AllowedWhenUntainted|
A|C_TradeSkillUI.GetReagentDifficultyText|AllowedWhenUntainted|
A|C_TradeSkillUI.GetReagentSlotStatus|AllowedWhenUntainted|
A|C_TradeSkillUI.GetRecipeDescription|AllowedWhenUntainted|
A|C_TradeSkillUI.GetRecipeInfoForSkillLineAbility|AllowedWhenUntainted|
A|C_TradeSkillUI.GetRecipeInfo|AllowedWhenUntainted|
A|C_TradeSkillUI.GetRecipeItemQualityInfo|AllowedWhenUntainted|
A|C_TradeSkillUI.GetRecipeOutputItemData|AllowedWhenUntainted|
A|C_TradeSkillUI.GetRecipeQualityItemIDs|AllowedWhenUntainted|
A|C_TradeSkillUI.GetRecipeQualityReagentLink|AllowedWhenUntainted|
A|C_TradeSkillUI.GetRecipeRequirements|AllowedWhenUntainted|
A|C_TradeSkillUI.GetRecipeSchematic|AllowedWhenUntainted|
A|C_TradeSkillUI.GetRecipesTracked|AllowedWhenUntainted|
A|C_TradeSkillUI.GetRecraftItems|AllowedWhenUntainted|
A|C_TradeSkillUI.GetRecraftRemovalWarnings|AllowedWhenUntainted|
A|C_TradeSkillUI.GetSalvagableItemIDs|AllowedWhenUntainted|
A|C_TradeSkillUI.GetSkillLineForGear|AllowedWhenUntainted|
A|C_TradeSkillUI.GetTradeSkillDisplayName|AllowedWhenUntainted|
A|C_TradeSkillUI.IsEnchantTargetValid|AllowedWhenUntainted|
A|C_TradeSkillUI.IsNearProfessionSpellFocus|AllowedWhenUntainted|
A|C_TradeSkillUI.IsOriginalCraftRecipeLearned|AllowedWhenUntainted|
A|C_TradeSkillUI.IsRecipeFirstCraft|AllowedWhenUntainted|
A|C_TradeSkillUI.IsRecipeInBaseSkillLine|AllowedWhenUntainted|
A|C_TradeSkillUI.IsRecipeInSkillLine|AllowedWhenUntainted|
A|C_TradeSkillUI.IsRecipeProfessionLearned|AllowedWhenUntainted|
A|C_TradeSkillUI.IsRecipeTracked|AllowedWhenUntainted|
A|C_TradeSkillUI.IsRecraftItemEquipped|AllowedWhenUntainted|
A|C_TradeSkillUI.IsRecraftReagentValid|AllowedWhenUntainted|
A|C_TradeSkillUI.OpenRecipe|AllowedWhenUntainted|
A|C_TradeSkillUI.OpenTradeSkill|AllowedWhenUntainted|
A|C_TradeSkillUI.RecraftLimitCategoryValid|AllowedWhenUntainted|
A|C_TradeSkillUI.RecraftRecipeForOrder|AllowedWhenUntainted|
A|C_TradeSkillUI.RecraftRecipe|AllowedWhenUntainted|
A|C_TradeSkillUI.SetOnlyShowAvailableForOrders|AllowedWhenUntainted|
A|C_TradeSkillUI.SetProfessionChildSkillLineID|AllowedWhenUntainted|
A|C_TradeSkillUI.SetRecipeTracked|AllowedWhenUntainted|
A|C_TradeSkillUI.SetShowLearned|AllowedWhenUntainted|
A|C_TradeSkillUI.SetShowUnlearned|AllowedWhenUntainted|
A|C_TradeSkillUI.SetSourceTypeFilter|AllowedWhenUntainted|
A|C_Traits.CanEditConfig|AllowedWhenUntainted|
A|C_Traits.CanPurchaseRank|AllowedWhenUntainted|
A|C_Traits.CanRefundRank|AllowedWhenUntainted|
A|C_Traits.CascadeRepurchaseRanks|AllowedWhenUntainted|
A|C_Traits.ClearCascadeRepurchaseHistory|AllowedWhenUntainted|
A|C_Traits.CommitConfig|AllowedWhenUntainted|
A|C_Traits.ConfigHasStagedChanges|AllowedWhenUntainted|
A|C_Traits.GenerateImportString|AllowedWhenUntainted|
A|C_Traits.GenerateInspectImportString|AllowedWhenUntainted|
A|C_Traits.GetConditionInfo|AllowedWhenUntainted|
A|C_Traits.GetConfigIDBySystemID|AllowedWhenUntainted|
A|C_Traits.GetConfigIDByTreeID|AllowedWhenUntainted|
A|C_Traits.GetConfigInfo|AllowedWhenUntainted|
A|C_Traits.GetConfigVariationID|AllowedWhenUntainted|
A|C_Traits.GetConfigsByType|AllowedWhenUntainted|
A|C_Traits.GetDefinitionInfo|AllowedWhenUntainted|
A|C_Traits.GetEntryInfo|AllowedWhenUntainted|
A|C_Traits.GetIncreasedTraitData|AllowedWhenUntainted|
A|C_Traits.GetNodeCost|AllowedWhenUntainted|
A|C_Traits.GetNodeInfo|AllowedWhenUntainted|
A|C_Traits.GetStagedChangesCost|AllowedWhenUntainted|
A|C_Traits.GetStagedChanges|AllowedWhenUntainted|
A|C_Traits.GetSubTreeInfo|AllowedWhenUntainted|
A|C_Traits.GetSystemIDByTreeID|AllowedWhenUntainted|
A|C_Traits.GetTraitCurrencyInfo|AllowedWhenUntainted|
A|C_Traits.GetTraitDescription|AllowedWhenUntainted|
A|C_Traits.GetTraitSystemFlags|AllowedWhenUntainted|
A|C_Traits.GetTraitSystemWidgetSetID|AllowedWhenUntainted|
A|C_Traits.GetTreeCurrencyInfo|AllowedWhenUntainted|
A|C_Traits.GetTreeHash|AllowedWhenUntainted|
A|C_Traits.GetTreeInfo|AllowedWhenUntainted|
A|C_Traits.GetTreeNodes|AllowedWhenUntainted|
A|C_Traits.PurchaseAllRanks|AllowedWhenUntainted|
A|C_Traits.PurchaseRank|AllowedWhenUntainted|
A|C_Traits.RefundAllRanks|AllowedWhenUntainted|
A|C_Traits.RefundRank|AllowedWhenUntainted|
A|C_Traits.ResetTreeByCurrency|AllowedWhenUntainted|
A|C_Traits.ResetTree|AllowedWhenUntainted|
A|C_Traits.RollbackConfig|AllowedWhenUntainted|
A|C_Traits.SetSelection|AllowedWhenUntainted|
A|C_Traits.StageConfig|AllowedWhenUntainted|
A|C_Traits.TryPurchaseAllRanks|AllowedWhenUntainted|
A|C_Traits.TryPurchaseToNode|AllowedWhenUntainted|
A|C_Traits.TryRefundToNode|AllowedWhenUntainted|
A|C_Transmog.CanHaveSecondaryAppearanceForSlotID|AllowedWhenUntainted|
A|C_Transmog.ExtractTransmogIDList|AllowedWhenUntainted|
A|C_Transmog.GetAllSetAppearancesByID|AllowedWhenUntainted|
A|C_Transmog.GetItemIDForSource|AllowedWhenUntainted|
A|C_Transmog.GetSlotForInventoryType|AllowedWhenUntainted|
A|C_Transmog.GetSlotVisualInfo|AllowedWhenUntainted|
A|C_TransmogCollection.AccountCanCollectSource|AllowedWhenUntainted|
A|C_TransmogCollection.CanAppearanceHaveIllusion|AllowedWhenUntainted|
A|C_TransmogCollection.ClearNewAppearance|AllowedWhenUntainted|
A|C_TransmogCollection.ClearSearch|AllowedWhenUntainted|
A|C_TransmogCollection.DeleteCustomSet|AllowedWhenUntainted|
A|C_TransmogCollection.GetAllAppearanceSources|AllowedWhenUntainted|
A|C_TransmogCollection.GetAppearanceCameraIDBySource|AllowedWhenUntainted|
A|C_TransmogCollection.GetAppearanceCameraID|AllowedWhenUntainted|
A|C_TransmogCollection.GetAppearanceInfoBySource|AllowedWhenUntainted|
A|C_TransmogCollection.GetAppearanceSourceDrops|AllowedWhenUntainted|
A|C_TransmogCollection.GetAppearanceSourceInfo|AllowedWhenUntainted|
A|C_TransmogCollection.GetAppearanceSources|AllowedWhenUntainted|
A|C_TransmogCollection.GetArtifactAppearanceStrings|AllowedWhenUntainted|
A|C_TransmogCollection.GetCategoryAppearances|AllowedWhenUntainted|
A|C_TransmogCollection.GetCategoryCollectedCount|AllowedWhenUntainted|
A|C_TransmogCollection.GetCategoryForItem|AllowedWhenUntainted|
A|C_TransmogCollection.GetCategoryInfo|AllowedWhenUntainted|
A|C_TransmogCollection.GetCategoryTotal|AllowedWhenUntainted|
A|C_TransmogCollection.GetCustomSetHyperlinkFromItemTransmogInfoList|AllowedWhenUntainted|
A|C_TransmogCollection.GetCustomSetInfo|AllowedWhenUntainted|
A|C_TransmogCollection.GetCustomSetItemTransmogInfoList|AllowedWhenUntainted|
A|C_TransmogCollection.GetFilteredCategoryCollectedCount|AllowedWhenUntainted|
A|C_TransmogCollection.GetFilteredCategoryTotal|AllowedWhenUntainted|
A|C_TransmogCollection.GetIllusionInfo|AllowedWhenUntainted|
A|C_TransmogCollection.GetIllusionStrings|AllowedWhenUntainted|
A|C_TransmogCollection.GetIllusions|AllowedWhenUntainted|
A|C_TransmogCollection.GetIsAppearanceFavorite|AllowedWhenUntainted|
A|C_TransmogCollection.GetItemInfo|AllowedWhenUntainted|
A|C_TransmogCollection.GetItemTransmogInfoListFromCustomSetHyperlink|AllowedWhenUntainted|
A|C_TransmogCollection.GetPairedArtifactAppearance|AllowedWhenUntainted|
A|C_TransmogCollection.GetSourceIcon|AllowedWhenUntainted|
A|C_TransmogCollection.GetSourceInfo|AllowedWhenUntainted|
A|C_TransmogCollection.GetSourceItemID|AllowedWhenUntainted|
A|C_TransmogCollection.GetSourceRequiredHoliday|AllowedWhenUntainted|
A|C_TransmogCollection.GetValidAppearanceSourcesForClass|AllowedWhenUntainted|
A|C_TransmogCollection.IsAppearanceHiddenVisual|AllowedWhenUntainted|
A|C_TransmogCollection.IsCategoryValidForItem|AllowedWhenUntainted|
A|C_TransmogCollection.IsNewAppearance|AllowedWhenUntainted|
A|C_TransmogCollection.IsSearchInProgress|AllowedWhenUntainted|
A|C_TransmogCollection.IsSourceTypeFilterChecked|AllowedWhenUntainted|
A|C_TransmogCollection.IsSpellItemEnchantmentHiddenVisual|AllowedWhenUntainted|
A|C_TransmogCollection.IsValidCustomSetName|AllowedWhenUntainted|
A|C_TransmogCollection.IsValidTransmogSource|AllowedWhenUntainted|
A|C_TransmogCollection.ModifyCustomSet|AllowedWhenUntainted|
A|C_TransmogCollection.NewCustomSet|AllowedWhenUntainted|
A|C_TransmogCollection.PlayerCanCollectSource|AllowedWhenUntainted|
A|C_TransmogCollection.PlayerHasTransmogByItemInfo|AllowedWhenUntainted|
A|C_TransmogCollection.PlayerHasTransmogItemModifiedAppearance|AllowedWhenUntainted|
A|C_TransmogCollection.PlayerHasTransmog|AllowedWhenUntainted|
A|C_TransmogCollection.PlayerKnowsSource|AllowedWhenUntainted|
A|C_TransmogCollection.RenameCustomSet|AllowedWhenUntainted|
A|C_TransmogCollection.SearchProgress|AllowedWhenUntainted|
A|C_TransmogCollection.SearchSize|AllowedWhenUntainted|
A|C_TransmogCollection.SetAllCollectionTypeFilters|AllowedWhenUntainted|
A|C_TransmogCollection.SetAllFactionsShown|AllowedWhenUntainted|
A|C_TransmogCollection.SetAllRacesShown|AllowedWhenUntainted|
A|C_TransmogCollection.SetAllSourceTypeFilters|AllowedWhenUntainted|
A|C_TransmogCollection.SetClassFilter|AllowedWhenUntainted|
A|C_TransmogCollection.SetCollectedShown|AllowedWhenUntainted|
A|C_TransmogCollection.SetIsAppearanceFavorite|AllowedWhenUntainted|
A|C_TransmogCollection.SetSearchAndFilterCategory|AllowedWhenUntainted|
A|C_TransmogCollection.SetSearch|AllowedWhenUntainted|
A|C_TransmogCollection.SetSourceTypeFilter|AllowedWhenUntainted|
A|C_TransmogCollection.SetUncollectedShown|AllowedWhenUntainted|
A|C_TransmogOutfitInfo.AddNewOutfit|AllowedWhenUntainted|
A|C_TransmogOutfitInfo.CanPlayerTransmogSlot|AllowedWhenUntainted|
A|C_TransmogOutfitInfo.ChangeDisplayedOutfit|AllowedWhenUntainted|
A|C_TransmogOutfitInfo.ChangeToOutfit|AllowedWhenUntainted|
A|C_TransmogOutfitInfo.ChangeViewedOutfit|AllowedWhenUntainted|
A|C_TransmogOutfitInfo.ClearDisplayedOutfit|AllowedWhenUntainted|
A|C_TransmogOutfitInfo.CommitAndApplyAllPending|AllowedWhenUntainted|
A|C_TransmogOutfitInfo.CommitOutfitInfo|AllowedWhenUntainted|
A|C_TransmogOutfitInfo.GetAllTransmogOutfitOptionSheatheCategoryInfo|AllowedWhenUntainted|
A|C_TransmogOutfitInfo.GetCollectionInfoForSlotAndOption|AllowedWhenUntainted|
A|C_TransmogOutfitInfo.GetEquippedSlotOptionFromTransmogSlot|AllowedWhenUntainted|
A|C_TransmogOutfitInfo.GetIllusionDefaultIMAIDForCollectionType|AllowedWhenUntainted|
A|C_TransmogOutfitInfo.GetItemModifiedAppearanceEffectiveCategory|AllowedWhenUntainted|
A|C_TransmogOutfitInfo.GetLinkedSlotInfo|AllowedWhenUntainted|
A|C_TransmogOutfitInfo.GetMaxNumberOfTotalOutfitsForSource|AllowedWhenUntainted|
A|C_TransmogOutfitInfo.GetNumberOfOutfitsUnlockedForSource|AllowedWhenUntainted|
A|C_TransmogOutfitInfo.GetOutfitInfoByName|AllowedWhenUntainted|
A|C_TransmogOutfitInfo.GetOutfitInfoByPlayerFacingIndex|AllowedWhenUntainted|
A|C_TransmogOutfitInfo.GetOutfitInfo|AllowedWhenUntainted|
A|C_TransmogOutfitInfo.GetOutfitSituation|AllowedWhenUntainted|
A|C_TransmogOutfitInfo.GetSecondarySlotState|AllowedWhenUntainted|
A|C_TransmogOutfitInfo.GetSetSourcesForSlot|AllowedWhenUntainted|
A|C_TransmogOutfitInfo.GetSourceIDsForSlot|AllowedWhenUntainted|
